step,price
203,80.6541
204,80.4276
205,80.3444
206,80.1621
207,80.0418
208,80.0039
209,79.9106
210,79.7714
211,79.7148
212,79.661
213,79.6056
214,79.562
215,79.4343
216,79.2685
217,79.14
218,78.9659
219,78.7503
220,78.7096
221,78.5447
222,78.5111
223,78.2955
224,78.3597
225,78.5377
226,78.7111
227,78.9531
228,78.7513
229,78.656
230,78.5483
231,78.4809
232,78.3337
233,78.1961
234,78.157
235,77.9329
236,77.8499
237,77.7683
238,77.5552
239,77.4132
240,77.361
241,77.1784
242,77.2641
243,77.357
244,77.377
245,77.5226
246,77.5946
247,77.7049
248,77.8624
249,77.8824
250,77.976
251,78.108
252,77.9702
253,77.9437
254,77.8642
255,77.8442
256,77.7782
257,77.6794
258,77.6174
259,77.4713
260,77.397
261,77.2924
262,77.1139
263,77.0715
264,76.8417
265,76.7506
266,76.9219
267,77.0871
268,77.1918
269,77.3757
270,77.5333
271,77.588
272,77.6805
273,77.7005
274,77.7658
275,77.963
276,78.0852
277,78.2143
278,78.2994
279,78.3194
280,78.2002
281,78.0521
282,77.9523
283,77.9242
284,77.7802
285,77.5567
286,77.4185
287,77.4546
288,77.4746
289,77.5495
290,77.664
291,77.684
292,77.704
293,77.8443
294,77.9551
295,78.1016
296,78.2292
297,78.2561
298,78.4424
299,78.5781
300,78.642
301,78.662
302,78.7007
303,78.7456
304,78.8062
305,78.8344
306,78.9808
307,79.017
308,79.0673
309,79.1366
310,79.1566
311,79.1766
312,79.2525
313,79.2861
314,79.0882
315,78.8656
316,78.6259
317,78.4604
318,78.3968
319,78.331
320,78.2431
321,78.1107
322,78.0514
323,77.8851
324,77.8651
325,77.7844
326,77.9454
327,78.1365
328,78.2302
329,78.3538
330,78.4682
331,78.6025
332,78.6225
333,78.7093
334,78.8199
335,78.6137
336,78.5937
337,78.4772
338,78.4143
339,78.3096
340,78.2463
341,78.2302
342,78.2179
343,78.4486
344,78.4347
345,78.4147
346,78.3054
347,78.4646
348,78.6196
349,78.6846
350,78.7429
351,78.9461
352,79.0162
353,79.1059
354,79.1641
355,79.2661
356,79.3466
357,79.4926
358,79.5126
359,79.5326
360,79.5845
361,79.7377
362,79.8497
363,79.5897
364,79.4478
365,79.3414
366,79.1781
367,79.0555
368,78.8943
369,78.8743
370,78.7618
371,78.7418
372,78.5759
373,78.5026
374,78.3772
375,78.3053
376,78.2866
377,78.1996
378,78.1146
379,78.2649
380,78.4291
381,78.6467
382,78.748
383,78.9028
384,78.9989
385,79.1129
386,79.2549
387,79.299
388,79.319
389,79.4462
390,79.6141
391,79.6156
392,79.6845
393,79.7145
394,79.4453
395,79.6123
396,79.8133
397,79.8789
398,79.9509
399,80.0222
400,80.1146
401,80.1689
402,80.2624
403,80.3291
404,80.3681
405,80.4957
406,80.5609
407,80.5896
408,80.4943
409,80.3274
410,80.2119
411,80.4001
412,80.2846
413,80.17
414,80.0203
415,79.9573
416,79.8082
417,79.7582
418,79.8342
419,79.9752
420,79.9752
421,80.2715
422,80.3489
423,80.4056
424,80.515
425,80.6787
426,80.7879
427,80.8079
428,80.6398
429,80.5493
430,80.5197
431,80.3636
432,80.2487
433,80.093
434,80.1284
435,80.2473
436,80.1871
437,80.0761
438,79.8792
439,79.9594
440,80.0176
441,80.1338
442,80.2426
443,80.0223
444,79.9792
445,79.8813
446,79.737
447,79.6201
448,79.7401
449,79.7805
450,79.894
451,79.9582
452,80.0742
453,80.1211
454,80.2791
455,80.3338
456,80.2677
457,80.2145
458,80.1924
459,80.0801
460,79.8634
461,79.9002
462,79.9222
463,79.9613
464,79.9613
465,79.8269
466,79.7431
467,79.6511
468,79.5684
469,79.5484
470,79.5284
471,79.3844
472,79.4989
473,79.5983
474,79.7789
475,79.895
476,80.0242
477,80.0442
478,80.2007
479,80.3373
480,80.3162
481,80.2211
482,80.0635
483,80.2011
484,80.2761
485,80.4275
486,80.4475
487,80.4076
488,80.2552
489,80.0893
490,80.1525
491,80.0225
492,79.9382
493,79.7518
494,79.8966
495,79.7029
496,79.6075
497,79.526
498,79.4597
499,79.3599
500,79.2382
501,79.1969
502,79.1206
503,79.1076
504,79.0938
505,79.2625
506,79.3386
507,79.4731
508,79.6088
509,79.714
510,79.8364
511,79.9262
512,79.9667
513,79.9867
514,80.0067
515,80.1403
516,80.2856
517,80.3056
518,80.3837
519,80.4837
520,80.6177
521,80.5788
522,80.4286
523,80.4086
524,80.3642
525,80.2801
526,80.2117
527,80.1917
528,80.0564
529,79.9944
530,80.2261
531,80.1071
532,80.0871
533,79.9874
534,79.8415
535,79.8732
536,79.8932
537,79.9645
538,80.1597
539,80.2753
540,80.0064
541,79.8458
542,79.6636
543,79.7435
544,79.613
545,79.593
546,79.3905
547,79.2155
548,79.5376
549,79.6709
550,79.7287
551,79.7706
552,79.8873
553,80.0161
554,80.1677
555,80.0092
556,80.1531
557,80.3362
558,80.3246
559,80.2683
560,80.3015
561,80.3691
562,80.6337
563,80.5802
564,80.469
565,80.3934
566,80.3319
567,80.2312
568,80.2006
569,80.0044
570,80.2006
571,80.2773
572,80.3728
573,80.5214
574,80.6625
575,80.7536
576,80.5414
577,80.4228
578,80.367
579,80.2921
580,80.1982
581,80.0643
582,80.1091
583,80.3027
584,80.4189
585,80.4955
586,80.4783
587,80.3816
588,80.326
589,80.207
590,80.0696
591,80.0244
592,80.0244
593,80.7447
594,80.8362
595,80.5553
596,80.5353
597,80.433
598,80.292
599,80.1134
600,80.4368
601,80.5711
602,80.7598
603,80.809
604,80.8188
605,80.9684
606,80.8188
607,80.7123
608,80.6087
609,80.5701
610,80.5405
611,80.4419
612,80.3613
613,80.1933
614,80.3019
615,80.3866
616,80.5177
617,80.8882
618,80.9463
619,81.0441
620,80.8126
621,80.7098
622,80.53
623,80.421
624,80.2352
625,80.2352
626,80.264
627,80.4111
628,80.5038
629,80.6561
630,80.607
631,80.5158
632,80.4111
633,80.3806
634,80.2662
635,80.1139
636,80.0358
637,79.9581
638,80.2113
639,80.3809
640,80.5185
641,80.5385
642,80.6259
643,80.8593
644,80.7586
645,81.0327
646,80.8912
647,80.7299
648,80.5941
649,80.688
650,80.8822
651,80.9927
652,81.1482
653,81.1515
654,81.1619
655,81.1113
656,81.0201
657,80.8442
658,80.704
659,80.5923
660,80.5273
661,80.4913
662,80.378
663,80.4064
664,80.4837
665,80.6514
666,80.8196
667,80.9957
668,81.0703
669,81.1113
670,81.1619
671,81.0132
672,80.8441
673,80.6459
674,80.4196
675,80.3936
676,80.359
677,80.3936
678,80.505
679,80.4895
680,80.4659
681,80.3792
682,80.2268
683,80.2543
684,80.3982
685,80.2724
686,80.1514
687,80.1314
688,80.0845
689,80.0005
690,79.9794
691,79.8575
692,79.831
693,80.023
694,80.1778
695,80.3835
696,80.3185
697,80.3885
698,80.4374
699,80.6105
700,80.6305
701,80.7137
702,80.8358
703,80.9835
704,80.7579
705,80.6446
706,80.5196
707,80.3512
708,80.2185
709,80.1367
710,80.3312
711,80.4472
712,80.5867
713,80.5791
714,80.4957
715,80.5462
716,80.6472
717,80.7183
718,80.8609
719,80.6796
720,80.4944
721,80.2939
722,80.173
723,80.0836
724,80.0636
725,79.9583
726,80.073
727,80.2058
728,80.2836
729,80.345
730,80.4572
731,80.5012
732,80.6312
733,80.6711
734,80.8111
735,81.0069
736,81.0423
737,80.8644
738,80.621
739,80.4138
740,80.3006
741,80.2141
742,80.3539
743,80.5075
744,80.5644
745,80.4508
746,80.3754
747,80.2728
748,80.1128
749,80.0928
750,79.967
751,79.98
752,79.746
753,79.7166
754,79.6966
755,79.6646
756,79.6596
757,79.6579
758,79.7203
759,79.8816
760,80.0719
761,80.1975
762,80.0867
763,80.3282
764,80.1872
765,80.167
766,80.0708
767,79.9825
768,79.8672
769,79.8095
770,79.6803
771,79.6412
772,79.6356
773,79.7549
774,79.9137
775,80.1341
776,80.3374
777,80.45
778,80.5971
779,80.4374
780,80.2029
781,80.3127
782,80.4919
783,80.5119
784,80.4626
785,80.3773
786,80.3543
787,80.3343
788,80.3143
789,80.2026
790,80.0653
791,79.9226
792,79.9736
793,79.7936
794,79.6356
795,79.624
796,79.6073
797,79.5879
798,79.5753
799,79.5662
800,79.5614
801,79.5568
802,79.5376
803,79.5251
804,79.4908
805,79.4628
806,79.4511
807,79.4226
808,79.4173
809,79.3761
810,79.361
811,79.3206
812,79.3109
813,79.3054
814,79.2743
815,79.2435
816,79.2303
817,79.2181
818,79.2052
819,79.1869
820,79.1869
821,79.7105
822,79.8359
823,79.7042
824,79.5648
825,79.4722
826,79.6482
827,79.6682
828,79.8428
829,79.9017
830,79.9919
831,80.0392
832,80.1462
833,80.1662
834,80.2912
835,80.411
836,80.1847
837,80.0326
838,80.0126
839,80.0421
840,80.0714
841,80.1197
842,80.2868
843,80.3068
844,80.2807
845,80.103
846,79.9782
847,79.821
848,79.9339
849,80.0707
850,80.0907
851,80.1501
852,80.3419
853,80.3619
854,80.2711
855,80.3482
856,80.4313
857,80.516
858,80.6955
859,80.8193
860,80.6692
861,80.5496
862,80.4444
863,80.2709
864,80.174
865,80.15
866,80.0029
867,79.8528
868,79.7507
869,79.5953
870,79.7887
871,79.9462
872,80.0789
873,80.2203
874,80.3697
875,80.3542
876,80.3342
877,80.208
878,80.1053
879,80.0411
880,79.9941
881,79.8669
882,79.6801
883,79.4688
884,79.448
885,79.5141
886,79.6148
887,79.7515
888,79.8707
889,79.9595
890,80.0624
891,80.1205
892,80.2701
893,80.4746
894,80.4746
895,80.4739
896,80.3863
897,80.3324
898,80.2318
899,80.108
900,80.1096
901,79.9281
902,80.0143
903,80.133
904,80.2531
905,80.4026
906,80.5475
907,80.6063
908,80.4226
909,80.5724
910,80.5924
911,80.4711
912,80.3658
913,80.2366
914,80.1056
915,79.9078
916,80.0001
917,80.103
918,80.1553
919,80.0935
920,80.2487
921,80.5158
922,80.6761
923,80.6295
924,80.5083
925,80.5103
926,80.5946
927,80.7607
928,80.5801
929,80.4459
930,80.2534
931,80.2334
932,80.0154
933,79.983
934,79.8453
935,80.0034
936,80.1249
937,80.2443
938,80.3242
939,80.1716
940,80.1516
941,80.0922
942,80.0633
943,79.9128
944,79.8422
945,79.8222
946,79.7404
947,79.8759
948,79.9481
949,80.1881
950,80.3225
951,80.4759
952,80.6004
953,80.7254
954,80.7527
955,80.8886
956,80.9038
957,80.5888
958,80.5598
959,80.3797
960,80.3211
961,80.2195
962,80.1117
963,79.9817
964,79.8898
965,80.0421
966,80.1084
967,80.2472
968,80.3774
969,80.5229
970,80.5958
971,80.6714
972,80.6914
973,80.7674
974,80.6662
975,80.7204
976,80.8273
977,80.865
978,80.885
979,80.905
980,80.9705
981,81.0472
982,81.0515
983,81.0521
984,81.0542
985,81.0769
986,81.0907
987,81.0907
988,80.1849
989,80.3958
990,80.568
991,80.6161
992,80.727
993,80.727
994,80.9629
995,80.8539
996,80.7886
997,80.6759
998,80.5864
999,80.542
1000,80.4447
1001,80.6608
1002,80.8169
1003,80.9277
1004,80.9063
1005,80.7655
1006,80.734
1007,80.6621
1008,80.5252
1009,80.2803
1010,80.2328
1011,80.3283
1012,80.0504
1013,80.0304
1014,79.8834
1015,79.8573
1016,79.7513
1017,79.6834
1018,79.7713
1019,79.9194
1020,80.0627
1021,80.2307
1022,80.4185
1023,80.5439
1024,80.5322
1025,80.7317
1026,80.8658
1027,81.033
1028,81.163
1029,80.9652
1030,80.7706
1031,80.6691
1032,80.5134
1033,80.3435
1034,80.3635
1035,80.4791
1036,80.3177
1037,80.164
1038,80.1278
1039,80.1319
1040,80.2513
1041,80.3635
1042,80.5297
1043,80.5497
1044,80.7141
1045,80.8532
1046,80.9852
1047,81.0614
1048,81.1727
1049,81.0047
1050,80.8075
1051,80.643
1052,80.6643
1053,80.6299
1054,80.4881
1055,80.4681
1056,80.4099
1057,80.3557
1058,80.3412
1059,80.3212
1060,80.172
1061,80.1243
1062,80.0227
1063,80.0285
1064,79.8436
1065,79.7713
1066,79.9539
1067,80.1056
1068,80.1948
1069,80.2717
1070,80.3528
1071,80.5022
1072,80.625
1073,80.5914
1074,80.5039
1075,80.4018
1076,80.3818
1077,80.19
1078,80.046
1079,79.9321
1080,79.8922
1081,79.8095
1082,79.7434
1083,79.6522
1084,79.4573
1085,79.4096
1086,79.394
1087,79.3161
1088,79.245
1089,79.1956
1090,79.2929
1091,79.4967
1092,79.6462
1093,79.7624
1094,79.7879
1095,79.6126
1096,79.8193
1097,79.9829
1098,79.9829
1099,80.2857
1100,80.2472
1101,80.0943
1102,80.0342
1103,79.8392
1104,79.6839
1105,79.5898
1106,79.5413
1107,79.4503
1108,79.3537
1109,79.3337
1110,79.2509
1111,79.2373
1112,79.1827
1113,79.1739
1114,79.3233
1115,79.3955
1116,79.4958
1117,79.3874
1118,79.2769
1119,79.2382
1120,79.2031
1121,79.1352
1122,79.1215
1123,79.1166
1124,79.2552
1125,79.359
1126,79.5597
1127,79.4237
1128,79.3847
1129,79.3192
1130,79.2607
1131,79.4305
1132,79.2993
1133,79.1625
1134,79.1907
1135,79.3404
1136,79.6156
1137,79.6086
1138,79.5469
1139,79.4681
1140,79.4748
1141,79.6459
1142,79.8254
1143,79.8254
1144,79.8118
1145,79.6479
1146,79.5706
1147,79.36
1148,79.4074
1149,79.3511
1150,79.2996
1151,79.2211
1152,79.0552
1153,79.3764
1154,79.4651
1155,79.5486
1156,79.7183
1157,79.8068
1158,79.8866
1159,80.0548
1160,80.0842
1161,80.1806
1162,80.2627
1163,79.9976
1164,79.9411
1165,79.7712
1166,79.7268
1167,79.9411
1168,79.9611
1169,79.9811
1170,80.1797
1171,80.0712
1172,79.8982
1173,79.7609
1174,79.6065
1175,79.506
1176,79.4796
1177,79.353
1178,79.4308
1179,79.5364
1180,79.5115
1181,79.4209
1182,79.2701
1183,79.1107
1184,79.288
1185,79.3729
1186,79.4639
1187,79.5997
1188,79.6714
1189,79.7436
1190,79.9727
1191,79.8955
1192,79.7234
1193,79.8299
1194,80.0489
1195,80.0489
1196,80.1412
1197,80.0401
1198,79.9817
1199,79.839
1200,79.675
1201,79.849
1202,79.9072
1203,79.9369
1204,79.9569
1205,80.1208
1206,80.1438
1207,80.029
1208,79.9145
1209,79.8803
1210,79.6823
1211,79.5632
1212,79.7582
1213,79.9613
1214,80.1155
1215,80.2668
1216,80.247
1217,80.0565
1218,80.0231
1219,79.8324
1220,79.7167
1221,79.502
1222,79.5418
1223,79.5521
1224,79.4098
1225,79.3546
1226,79.3346
1227,79.242
1228,79.0861
1229,79.3478
1230,79.1612
1231,79.3362
1232,79.3562
1233,79.3562
1234,79.5559
1235,79.6534
1236,79.6911
1237,79.7515
1238,79.6179
1239,79.5513
1240,79.3504
1241,79.3396
1242,79.1381
1243,79.104
1244,79.1643
1245,79.2613
1246,79.4418
1247,79.3703
1248,79.3396
1249,79.2389
1250,79.1579
1251,79.0648
1252,79.1666
1253,79.3203
1254,79.4451
1255,79.4884
1256,79.6115
1257,79.4884
1258,79.6764
1259,79.5401
1260,79.442
1261,79.238
1262,79.2133
1263,79.218
1264,79.0973
1265,79.1533
1266,79.3467
1267,79.3996
1268,79.5484
1269,79.7124
1270,79.4714
1271,79.4514
1272,79.3359
1273,79.2624
1274,79.1401
1275,78.9906
1276,78.8972
1277,78.8608
1278,78.8524
1279,78.8277
1280,78.8166
1281,78.8854
1282,79.0575
1283,78.9686
1284,78.8068
1285,78.792
1286,78.782
1287,78.7813
1288,78.7499
1289,78.7387
1290,78.7268
1291,78.7798
1292,79.035
1293,79.2592
1294,79.3617
1295,79.2557
1296,79.1981
1297,79.0347
1298,79.1257
1299,79.2272
1300,79.3483
1301,79.1955
1302,79.0352
1303,78.9209
1304,78.9009
1305,78.8116
1306,78.7076
1307,78.6926
1308,78.7576
1309,78.9443
1310,79.031
1311,79.1653
1312,79.3467
1313,79.3467
1314,79.6672
1315,79.5442
1316,79.5442
1317,79.567
1318,79.6679
1319,79.5547
1320,79.3974
1321,79.2379
1322,79.1158
1323,79.0958
1324,79.0758
1325,78.8995
1326,78.8189
1327,78.8059
1328,78.7859
1329,78.921
1330,79.0788
1331,79.2547
1332,79.3694
1333,79.4263
1334,79.5727
1335,79.717
1336,79.7813
1337,79.9313
1338,79.9809
1339,80.008
1340,79.9357
1341,79.7509
1342,79.5367
1343,79.4665
1344,79.2835
1345,79.3404
1346,79.438
1347,79.4981
1348,79.5826
1349,79.6704
1350,79.7258
1351,79.7981
1352,79.9779
1353,80.0475
1354,80.0565
1355,80.0751
1356,80.1099
1357,80.1356
1358,80.1395
1359,80.0546
1360,79.8959
1361,79.8059
1362,79.7482
1363,79.8709
1364,80.0234
1365,80.0348
1366,79.9474
1367,79.7981
1368,79.847
1369,79.722
1370,79.4783
1371,79.5958
1372,79.5653
1373,79.4251
1374,79.2549
1375,79.3014
1376,79.4365
1377,79.648
1378,79.7644
1379,79.8549
1380,80.0129
1381,80.1004
1382,79.9675
1383,79.7783
1384,79.7401
1385,79.5869
1386,79.6129
1387,79.7567
1388,79.6408
1389,79.9318
1390,79.8094
1391,79.6731
1392,79.4443
1393,79.506
1394,79.5282
1395,79.6348
1396,79.7881
1397,79.8727
1398,79.9263
1399,79.7176
1400,79.8059
1401,79.8259
1402,80.0268
1403,79.909
1404,79.7311
1405,79.5757
1406,79.4248
1407,79.33
1408,79.3626
1409,79.1037
1410,79.0852
1411,78.9925
1412,79.1612
1413,79.0807
1414,79.1628
1415,79.2935
1416,79.4831
1417,79.384
1418,79.3429
1419,79.2558
1420,79.1259
1421,78.9835
1422,78.9835
1423,79.012
1424,79.0903
1425,79.253
1426,79.3247
1427,79.4082
1428,79.5936
1429,79.732
1430,79.5936
1431,79.6424
1432,79.8017
1433,79.7432
1434,79.7983
1435,79.894
1436,79.9331
1437,80.0637
1438,79.9585
1439,79.8462
1440,79.6407
1441,79.5623
1442,79.4542
1443,79.3106
1444,79.1958
1445,79.0587
1446,79.2408
1447,79.2608
1448,79.3646
1449,79.4364
1450,79.2319
1451,79.1345
1452,79.0089
1453,78.906
1454,78.818
1455,78.9364
1456,78.8317
1457,78.9311
1458,79.036
1459,79.0111
1460,78.9482
1461,78.7586
1462,78.7298
1463,78.6284
1464,78.6207
1465,78.6169
1466,78.6051
1467,78.6002
1468,78.5916
1469,78.5781
1470,78.5603
1471,78.5456
1472,78.5404
1473,78.5404
1474,79.3642
1475,79.4891
1476,79.2805
1477,79.1483
1478,79.0121
1479,78.8598
1480,78.882
1481,78.8816
1482,78.7435
1483,78.6145
1484,78.5945
1485,78.5199
1486,78.5195
1487,78.5977
1488,78.7252
1489,78.8985
1490,78.9615
1491,79.1182
1492,78.9615
1493,78.8914
1494,78.8371
1495,78.7486
1496,78.6385
1497,78.5944
1498,78.5744
1499,78.5323
1500,78.4893
1501,78.4763
1502,78.4604
1503,78.4293
1504,78.4283
1505,78.4119
1506,78.4116
1507,78.3756
1508,78.3551
1509,78.3469
1510,78.327
1511,78.3053
1512,78.2763
1513,78.2572
1514,78.2393
1515,78.2193
1516,78.194
1517,78.175
1518,78.1716
1519,78.1775
1520,78.3614
1521,78.4518
1522,78.5679
1523,78.6698
1524,78.8049
1525,79.052
1526,78.9391
1527,78.9191
1528,78.7795
1529,78.8375
1530,78.9455
1531,79.0713
1532,79.1795
1533,79.0913
1534,79.3335
1535,79.0921
1536,78.9683
1537,78.8656
1538,78.7392
1539,78.6042
1540,78.5384
1541,78.4937
1542,78.421
1543,78.2963
1544,78.1979
1545,78.1452
1546,78.1429
1547,78.1049
1548,78.246
1549,78.3643
1550,78.5445
1551,78.6386
1552,78.8723
1553,78.8691
1554,78.8038
1555,78.7016
1556,78.5795
1557,78.5226
1558,78.7239
1559,78.8527
1560,78.8727
1561,78.8927
1562,78.9816
1563,79.0608
1564,79.1302
1565,78.949
1566,78.8486
1567,78.6702
1568,78.5258
1569,78.4192
1570,78.2323
1571,78.4192
1572,78.3356
1573,78.1897
1574,78.3351
1575,78.3551
1576,78.4543
1577,78.4743
1578,78.4943
1579,78.6148
1580,78.758
1581,78.6148
1582,78.5383
1583,78.5014
1584,78.3649
1585,78.1668
1586,78.2614
1587,78.4034
1588,78.5865
1589,78.7096
1590,78.8748
1591,79.1017
1592,79.1242
1593,79.1934
1594,79.1934
1595,78.5392
1596,78.4215
1597,78.3134
1598,78.1715
1599,78.1802
1600,78.2214
1601,78.4033
1602,78.6239
1603,78.7943
1604,78.9481
1605,78.7943
1606,78.8665
1607,78.9778
1608,79.1366
1609,79.044
1610,78.956
1611,79.129
1612,79.272
1613,79.1328
1614,79.1128
1615,79.1948
1616,79.2148
1617,79.2683
1618,79.3032
1619,79.0773
1620,79.2955
1621,79.4052
1622,79.2679
1623,79.0856
1624,78.8393
1625,78.7024
1626,78.5463
1627,78.6131
1628,78.7373
1629,78.8422
1630,78.8221
1631,78.9743
1632,78.7672
1633,78.693
1634,78.5551
1635,78.3486
1636,78.2691
1637,78.2491
1638,78.1706
1639,78.1748
1640,78.3013
1641,78.3898
1642,78.5215
1643,78.674
1644,78.4731
1645,78.5292
1646,78.6519
1647,78.7588
1648,78.901
1649,79.0262
1650,79.1712
1651,78.9968
1652,78.8758
1653,78.6161
1654,78.4685
1655,78.2729
1656,78.243
1657,78.1479
1658,78.0263
1659,78.1667
1660,78.1867
1661,78.2429
1662,78.356
1663,78.2837
1664,78.2058
1665,78.1322
1666,78.1122
1667,77.998
1668,77.8835
1669,78.0329
1670,78.2974
1671,78.4587
1672,78.3732
1673,78.2315
1674,78.1545
1675,78.0941
1676,78.1777
1677,78.3776
1678,78.444
1679,78.5694
1680,78.672
1681,78.5694
1682,78.7397
1683,78.8602
1684,78.988
1685,78.812
1686,78.6412
1687,78.4379
1688,78.4452
1689,78.2732
1690,78.3341
1691,78.5014
1692,78.5496
1693,78.5996
1694,78.6196
1695,78.7502
1696,78.7702
1697,78.9215
1698,78.7702
1699,78.6636
1700,78.5463
1701,78.5139
1702,78.438
1703,78.2681
1704,78.2214
1705,78.0752
1706,78.1055
1707,78.1255
1708,78.2709
1709,78.1455
1710,78.0457
1711,77.9327
1712,77.8822
1713,77.9403
1714,78.016
1715,78.036
1716,78.1287
1717,77.9276
1718,77.9179
1719,77.8683
1720,77.7412
1721,77.9533
1722,78.1282
1723,78.2924
1724,78.169
1725,78.1457
1726,77.9574
1727,78.0741
1728,78.1201
1729,78.269
1730,78.4343
1731,78.4343
1732,78.4377
1733,78.4601
1734,78.6055
1735,78.6485
1736,78.7166
1737,78.7989
1738,78.8699
1739,78.9438
1740,79.0046
1741,78.8933
1742,78.7942
1743,78.6112
1744,78.5201
1745,78.3964
1746,78.2692
1747,78.2218
1748,78.0588
1749,78.0388
1750,77.9855
1751,77.9366
1752,77.8357
1753,77.8157
1754,77.7613
1755,77.7413
1756,77.649
1757,77.644
1758,77.6264
1759,77.6191
1760,77.6146
1761,77.599
1762,77.594
1763,77.5452
1764,77.5432
1765,77.529
1766,77.4902
1767,77.7115
1768,77.7949
1769,77.9756
1770,78.022
1771,78.1683
1772,77.941
1773,78.0141
1774,78.1491
1775,78.1958
1776,78.0891
1777,78.1915
1778,78.2529
1779,78.2729
1780,78.3501
1781,78.4969
1782,78.373
1783,78.4769
1784,78.4969
1785,78.6202
1786,78.4435
1787,78.4987
1788,78.6413
1789,78.6413
1790,78.58
1791,78.7611
1792,78.6713
1793,78.6513
1794,78.5449
1795,78.3772
1796,78.5521
1797,78.4439
1798,78.2682
1799,78.3473
1800,78.5787
1801,78.6442
1802,78.7782
1803,78.9237
1804,78.9629
1805,79.0501
1806,78.9829
1807,79.0084
1808,79.1478
1809,79.001
1810,78.956
1811,78.9099
1812,78.8038
1813,78.7129
1814,78.5705
1815,78.8159
1816,78.9441
1817,79.1175
1818,79.2888
1819,79.3813
1820,79.1396
1821,79.2925
1822,79.3927
1823,79.2168
1824,79.1223
1825,79.0896
1826,78.8813
1827,78.8035
1828,78.6622
1829,78.5718
1830,78.4485
1831,78.3905
1832,78.2083
1833,78.402
1834,78.4989
1835,78.609
1836,78.7597
1837,78.9951
1838,79.0693
1839,79.1653
1840,79.0893
1841,79.0693
1842,79.0239
1843,78.8923
1844,78.7739
1845,78.7152
1846,78.6444
1847,78.5209
1848,78.447
1849,78.3348
1850,78.3108
1851,78.2238
1852,78.1028
1853,78.1741
1854,78.3013
1855,78.4067
1856,78.5242
1857,78.4117
1858,78.3587
1859,78.2465
1860,78.1397
1861,77.983
1862,78.0402
1863,78.1473
1864,78.2836
1865,78.4282
1866,78.4854
1867,78.6409
1868,78.7596
1869,78.9026
1870,79.0086
1871,79.0129
1872,79.163
1873,79.3365
1874,79.274
1875,79.22
1876,79.1294
1877,79.0365
1878,78.8416
1879,78.7699
1880,78.6213
1881,78.6408
1882,78.7458
1883,78.6183
1884,78.6356
1885,78.6556
1886,78.7193
1887,78.8405
1888,78.7109
1889,78.7174
1890,78.8246
1891,78.9833
1892,79.038
1893,79.2054
1894,79.1755
1895,79.0642
1896,78.9643
1897,78.8772
1898,78.6998
1899,78.5629
1900,78.4631
1901,78.4431
